,index,agency_cd,site_no,station_nm,dec_lat_va,dec_long_va,coord_acy_cd,dec_coord_datum_cd,parameter_code
7293,7294,USGS,07386190,"Bayou Fusilier Abv Weir at Arnaudville, La",30.39669444,-91.93177780,5,NAD83,00065
7294,7295,USGS,07386600,"Vermilion River (B. Vermilion) near Carencro, LA",30.36825387,-91.98761840,S,NAD83,00065
7295,7296,USGS,07386655,"Vermillion Rvr N. of I-10 at Lafayette, La",30.27191667,-91.98405560,5,NAD83,00065
7296,7297,USGS,07386700,"Ruth Canal near Ruth, LA",30.24325490,-91.88483890,U,NAD83,00065
7297,7298,USGS,07386850,"Vermilion River near Lafayette, LA",30.21936700,-91.95595200,S,NAD83,00065
7298,7299,USGS,07386880,"Vermilion River at Surrey St. at Lafayette, LA",30.21742290,-91.99289750,S,NAD83,00065
7299,7300,USGS,07386940,"Vermilion River at Hwy 733 near Lafayette, LA",30.14186928,-92.07567830,S,NAD83,00065
7300,7301,USGS,07386956,"Vermilion River at Hwy 92 at Milton, LA",30.10366667,-92.07980560,5,NAD83,00065
7301,7302,USGS,07386962,"Vermilion River at Woodlawn, LA",30.06113889,-92.07913890,5,NAD83,00065
7302,7303,USGS,07386980,"Vermilion River at Perry, LA",29.95111110,-92.15636110,5,NAD83,00065
7303,7304,USGS,07387040,"Vermilion Bay near Cypremort Point, LA",29.71326575,-91.88039820,U,NAD83,00065
7304,7305,USGS,07387050,"Vermilion Bay(B. Fearman) nr Intracoastal City, LA",29.67444444,-92.13555560,S,NAD83,00065
7305,7306,USGS,08010000,"Bayou Des Cannes near Eunice, LA",30.48288889,-92.49069440,5,NAD83,00065
7306,7307,USGS,08010050,"Bayou Des Cannes west of Iota, LA",30.33297220,-92.54277780,5,NAD83,00065
7307,7308,USGS,08010120,"Bayou Mallet at Hwy 91 north of Iota, LA",30.39444444,-92.49769440,5,NAD83,00065
7308,7309,USGS,08011000,"Byu Plaquemine Brule nr Crowley, LA",30.23616667,-92.39641670,5,NAD83,00065
7309,7310,USGS,08011020,"Bayou Plaquemine Brule @ Esterwood, LA.",30.19808333,-92.46347220,5,NAD83,00065
7310,7311,USGS,08012000,"Bayou Nezpique near Basile, LA",30.48077778,-92.63175000,5,NAD83,00065
7311,7312,USGS,08012150,"Mermentau River At Mermentau, LA",30.19000000,-92.59055560,5,NAD83,00065
7312,7313,USGS,08012300,"Byu Queue De Tortue @ Riceville, LA",30.08152778,-92.50647220,5,NAD83,00065
7313,7314,USGS,08012400,"Mermentau River @ Lake Arthur, LA",30.07283333,-92.65927780,5,NAD83,00065
7314,7315,USGS,08012470,"Bayou Lacassine near Lake Arthur, LA",30.07000000,-92.87886110,5,NAD83,00065
7315,7316,USGS,08013000,"Calcasieu River nr Glenmora, LA",30.99666667,-92.67361110,S,NAD83,00065
7316,7317,USGS,08013250,"Calcasieu River near Oakdale, LA",30.82227500,-92.68466940,U,NAD83,00065
7317,7318,USGS,08013500,"Calcasieu River near Oberlin, LA",30.64047570,-92.81403680,S,NAD83,00065
7318,7319,USGS,08014500,"Ouiska Chitto Creek Near Oberlin, LA",30.69875000,-92.89319440,5,NAD83,00065
7319,7320,USGS,08014800,"Bundick Creek near DeRidder, LA",30.81880557,-93.23016190,U,NAD83,00065
7320,7321,USGS,08014881,"Bundick Lake at Spillway near DeRidder, LA",30.72666667,-93.09500000,M,NAD83,00065
7321,7322,USGS,08015500,"Calcasieu River near Kinder, LA",30.50255556,-92.91541670,5,NAD83,00065
7322,7323,USGS,08016450,"Beckwith Ck east of Dequincy, LA",30.44158333,-93.35308330,5,NAD83,00065
7323,7324,USGS,08017044,"Calcasieu River at I-10 at Lake Charles, LA",30.23714987,-93.24737640,S,NAD83,00065
7324,7325,USGS,08017095,"North Calcasieu Lake near Hackberry, LA",30.03187860,-93.29959890,U,NAD83,00065
7325,7326,USGS,08017118,"Calcasieu River at Cameron, LA",29.81577620,-93.34904300,U,NAD83,00065
7326,7327,USGS,08017200,"Cowleech Fk Sabine Rv at Greenville, TX",33.13289330,-96.07691640,F,NAD83,00065
7327,7328,USGS,08017250,"W Caddo Ck at IH 30 nr Caddo Mills, TX",33.01427778,-96.21250000,5,NAD83,00065
7328,7329,USGS,08017300,"S Fk Sabine Rv nr Quinlan, TX",32.89790085,-96.25331180,F,NAD83,00065
7329,7330,USGS,08017410,"Sabine Rv nr Wills Point, TX",32.80623580,-95.91941090,F,NAD83,00065
7330,7331,USGS,08017605,"Mill Ck at CR 1903 nr Fruitvale, TX",32.72952778,-95.81052780,5,NAD83,00065
7331,7332,USGS,08017900,"Sabine Rv at FM 17 nr Golden, TX",32.72021667,-95.63508610,5,NAD83,00065
7332,7333,USGS,08018000,"Grand Saline Ck at FM 857 nr Grand Saline, TX",32.66174167,-95.69108060,5,NAD83,00065
7333,7334,USGS,08018500,"Sabine Rv nr Mineola, TX",32.61374667,-95.48579010,F,NAD83,00065
7334,7335,USGS,08019000,"Lake Fk Ck nr Quitman, TX",32.76318386,-95.46300940,F,NAD83,00065
7335,7336,USGS,08019200,"Sabine Rv nr Hawkins, TX",32.55986369,-95.20661400,F,NAD83,00065
7336,7337,USGS,08019500,"Big Sandy Ck nr Big Sandy, TX",32.60402910,-95.09160990,F,NAD83,00065
7337,7338,USGS,08020000,"Sabine Rv nr Gladewater, TX",32.52708909,-94.96021750,F,NAD83,00065
7338,7339,USGS,08020450,"Sabine Rv abv Longview, TX",32.47987044,-94.80438000,F,NAD83,00065
7339,7340,USGS,08020700,"Rabbit Ck at Kilgore, TX",32.38820599,-94.90327160,F,NAD83,00065
7340,7341,USGS,08020900,"Sabine Rv bl Longview, TX",32.41681793,-94.70993240,F,NAD83,00065
7341,7342,USGS,08022040,"Sabine Rv nr Beckville, TX",32.32853333,-94.35382780,1,NAD83,00065
7342,7343,USGS,08022120,"Sabine Rv nr Carthage, TX",32.22497220,-94.22525000,S,NAD83,00065
7343,7344,USGS,08022500,"Sabine Rv at Logansport, LA",31.97238949,-94.00630140,F,NAD83,00065
7344,7345,USGS,08023080,"Bayou Grand Cane near Stanley, LA",31.96272250,-93.94116090,U,NAD83,00065
7345,7346,USGS,08023400,"Bayou San Patricio near Benson, LA",31.87516670,-93.65851499,S,NAD83,00065
7346,7347,USGS,08024480,"Palo Gaucho Bayou at FM 2784 nr Milam, TX",31.39508333,-93.89469440,1,NAD83,00065
7347,7348,USGS,08025240,"Housen Bayou at SH 87 nr Hemphill, TX",31.30316389,-93.84434720,5,NAD83,00065
7348,7349,USGS,08025356,"Sabine Rv at Toledo Bd Pwrhouse nr Burkeville, TX",31.17361110,-93.56583330,1,NAD83,00065
7349,7350,USGS,08025500,"Bayou Toro near Toro, LA",31.30712737,-93.51572950,U,NAD83,00065
7350,7351,USGS,08026000,"Sabine Rv nr Burkeville, TX",31.06408004,-93.51961650,F,NAD83,00065
7351,7352,USGS,08026290,"Sabine Rv at CR 2082 nr Burkeville, TX",30.96949167,-93.57217780,5,NAD83,00065
7352,7353,USGS,08028000,"Bayou Anacoco near Rosepine, LA",30.95297038,-93.35294380,S,NAD83,00065
7353,7354,USGS,08028500,"Sabine Rv nr Bon Wier, TX",30.74714557,-93.60850800,F,NAD83,00065
7354,7355,USGS,08029500,"Big Cow Ck nr Newton, TX",30.81888889,-93.78555560,S,NAD83,00065
7355,7356,USGS,08029600,"Simms Branch nr Call, TX",30.52497778,-93.74147500,5,NAD83,00065
7356,7357,USGS,08030500,"Sabine Rv nr Ruliff, TX",30.30381684,-93.74377840,F,NAD83,00065
7357,7358,USGS,08030520,"Sabine Rv at Intl Paper nr Orange, TX",30.19985278,-93.71841940,5,NAD83,00065
7358,7359,USGS,08030530,"Sabine Rv at I-10 nr Orange, TX",30.12772500,-93.70178330,5,NAD83,00065
7359,7360,USGS,08030540,"Sabine Rv (at Navy Pier) at Orange, TX",30.09798774,-93.72155440,F,NAD83,00065
7360,7361,USGS,08030730,"Adams Bayou at FM 3247 nr Orange, TX",30.13194444,-93.78661110,5,NAD83,00065
7361,7362,USGS,08030800,"Adams Bayou at SH87 nr Orange, TX",30.09347778,-93.74978890,5,NAD83,00065
7362,7363,USGS,08031000,"Cow Bayou nr Mauriceville, TX",30.18632045,-93.90850580,F,NAD83,00065
7363,7364,USGS,08031005,"Cow Bayou at IH 10 nr Vidor, TX",30.13067778,-93.91634440,5,NAD83,00065
7364,7365,USGS,08031010,"Cow Bayou at FM 1442 nr Orangefield, TX",30.10798610,-93.89634170,5,NAD83,00065
7365,7366,USGS,08031020,"Cole Ck at I-10 nr Orange, TX",30.13212500,-93.86381390,5,NAD83,00065
7366,7367,USGS,08031050,"Cow Bayou at SH 87 nr Bridge City, TX",30.04455278,-93.82149440,5,NAD83,00065
7367,7368,USGS,08032000,"Neches Rv nr Neches, TX",31.89239037,-95.43078600,F,NAD83,00065
7368,7369,USGS,08032400,"Neches Rv at SH 294 nr Alto, TX",31.62964444,-95.28583330,5,NAD83,00065
7369,7370,USGS,08032500,"Neches Rv nr Alto, TX",31.57945569,-95.16599650,1,NAD83,00065
7370,7371,USGS,08032700,"Neches Rv at SH 7 nr Pollok, TX",31.39670556,-94.96580000,5,NAD83,00065
7371,7372,USGS,08033000,"Neches Rv nr Diboll, TX",31.13296574,-94.80993060,F,NAD83,00065
7372,7373,USGS,08033350,"Piney Ck at US 59 nr Corrigan, TX",31.05039167,-94.82426390,5,NAD83,00065
7373,7374,USGS,08033500,"Neches Rv nr Rockland, TX",31.02500000,-94.39944440,S,NAD83,00065
7374,7375,USGS,08033900,"E Fk Angelina Rv nr Cushing, TX",31.86017169,-94.82326970,F,NAD83,00065
7375,7376,USGS,08034500,"Mud Ck nr Jacksonville, TX",31.97655578,-95.16077870,F,NAD83,00065
7376,7377,USGS,08036500,"Angelina Rv nr Alto, TX",31.67184364,-94.95271520,F,NAD83,00065
7377,7378,USGS,08037050,"Bayou Lanana at Nacogdoches, TX",31.61767930,-94.64159830,F,NAD83,00065
7378,7379,USGS,08037180,"Angelina Rv at Hwy 59 nr Lufkin, TX",31.45718333,-94.72632780,5,NAD83,00065
7379,7380,USGS,08038000,"Attoyac Bayou nr Chireno, TX",31.50434957,-94.30436770,F,NAD83,00065
7380,7381,USGS,08039100,"Ayish Bayou nr San Augustine, TX",31.39629597,-94.15102890,F,NAD83,00065
7381,7382,USGS,08040600,"Neches Rv nr Town Bluff, TX",30.79103579,-94.15102370,F,NAD83,00065
7382,7383,USGS,08041000,"Neches Rv at Evadale, TX",30.35576378,-94.09323730,F,NAD83,00065
7383,7384,USGS,08041300,"Village Ck at US Hwy 69 nr Village Mills, TX",30.48142500,-94.39465280,5,NAD83,00065
7384,7385,USGS,08041500,"Village Ck nr Kountze, TX",30.39798620,-94.26352150,F,NAD83,00065
7385,7386,USGS,08041700,"Pine Island Bayou nr Sour Lake, TX",30.10604640,-94.33463240,F,NAD83,00065
7386,7387,USGS,08041749,"Pine Island Bayou abv BI Pump Plant, Beaumont, TX",30.17882253,-94.18879430,F,NAD83,00065
7387,7388,USGS,08041780,"Neches Rv Saltwater Barrier at Beaumont, TX",30.15687800,-94.11434690,F,NAD83,00065
7388,7389,USGS,08041788,"Bairds Bayou at I-10 nr Beaumont, TX",30.09553889,-94.07677220,5,NAD83,00065
7389,7390,USGS,08041790,"Neches Rv at Beaumont, TX",30.09442778,-94.09094170,5,NAD83,00065
7390,7391,USGS,08041940,"Green Pond Gully at FM 365 nr China, TX",29.94571944,-94.32628890,5,NAD83,00065
7391,7392,USGS,08041970,"Mayhaw Bayou at SH 73 nr Hamshire, TX",29.82546944,-94.29532500,5,NAD83,00065
7392,7393,USGS,08042455,"Hillebrandt Bayou at US 90, Beaumont, TX",30.06783333,-94.15702780,5,NAD83,00065
7393,7394,USGS,08042468,"Willow Marsh Bayou at US 90 nr Beaumont, TX",30.06381110,-94.21774440,5,NAD83,00065
7394,7395,USGS,08042470,"Willow Marsh Bayou at I-10 nr Beaumont, TX",30.01472778,-94.18120560,5,NAD83,00065
7395,7396,USGS,08042515,"Rhodair Gully at US 69 nr Nederland, TX",29.98205833,-94.02956110,5,NAD83,00065
7396,7397,USGS,08042522,"Taylor-Alligator Bayou Pump Sta nr Port Arthur, TX",29.86215948,-93.98267170,F,NAD83,00065
7397,7398,USGS,08042539,"Spindletop Bayou at SH 65 nr Stowell, TX",29.79243610,-94.42376940,5,NAD83,00065
7398,7399,USGS,08042558,"W Fk Double Bayou at Eagle Ferry Rd nr Anahuac, TX",29.67555556,-94.66611390,S,NAD83,00065
7399,7400,USGS,08042600,"W Fk Trinity Rv at US Hwy 281 nr Windthorst, TX",33.41319444,-98.36936110,5,NAD83,00065
7400,7401,USGS,08042800,"W Fk Trinity Rv nr Jacksboro, TX",33.29333333,-98.07900000,5,NAD83,00065
7401,7402,USGS,08042950,"Big Ck nr Chico, TX",33.30758333,-97.91827780,5,NAD83,00065
7402,7403,USGS,08044000,"Big Sandy Ck nr Bridgeport, TX",33.23178218,-97.69475380,F,NAD83,00065
7403,7404,USGS,08044500,"W Fk Trinity Rv nr Boyd, TX",33.08539917,-97.55863600,F,NAD83,00065
7404,7405,USGS,08044800,"Walnut Ck at Reno, TX",32.94568035,-97.58307980,F,NAD83,00065
7405,7406,USGS,08045550,"WFk TrinityRv at White Settlement Rd,Fort Worth,TX",32.75972220,-97.40388890,S,NAD83,00065
7406,7407,USGS,08045850,"Clear Fk Trinity Rv nr Weatherford, TX",32.74040699,-97.65197110,F,NAD83,00065
7407,7408,USGS,08045995,"Clear Fork Trinity Rv at Kelly Rd nr Aledo, TX",32.65305556,-97.58638890,S,NAD83,00065
7408,7409,USGS,08047000,"Clear Fk Trinity Rv nr Benbrook, TX",32.66513275,-97.44196420,F,NAD83,00065
7409,7410,USGS,08047050,"Marys Ck at Benbrook, TX",32.69513160,-97.44724220,S,NAD83,00065
7410,7411,USGS,08047500,"Clear Fk Trinity Rv at Ft Worth, TX",32.73235300,-97.35890630,F,NAD83,00065
7411,7412,USGS,08048000,"W Fk Trinity Rv at Ft Worth, TX",32.76096337,-97.33251670,F,NAD83,00065
7412,7413,USGS,08048543,"W Fk Trinity Rv at Beach St, Ft Worth, TX",32.75179720,-97.28945980,F,NAD83,00065
7413,7414,USGS,08048800,"Big Fossil Ck at Haltom City, TX",32.80735146,-97.24862560,F,NAD83,00065
7414,7415,USGS,08048890,"Village Ck at Burleson, TX",32.53841667,-97.31502780,5,NAD83,00065
7415,7416,USGS,08048922,"Deer Ck at IH-35W nr Crowley, TX",32.58855556,-97.31902780,5,NAD83,00065
7416,7417,USGS,08048970,"Village Ck at Everman, TX",32.60346909,-97.26501420,F,NAD83,00065
7417,7418,USGS,08049300,"W Fk Trinity Rv at Greenbelt Rd, Fort Worth, TX",32.78846310,-97.14001110,F,NAD83,00065
7418,7419,USGS,08049500,"W Fk Trinity Rv at Grand Prairie, TX",32.76250000,-96.99444440,S,NAD83,00065
7419,7420,USGS,0804956950,"Bear Ck at Shady Grove Rd, Grand Prairie, TX",32.80449720,-97.00988060,H,NAD83,00065
7420,7421,USGS,08049580,"Mountain Ck nr Venus, TX",32.49097237,-97.12306460,F,NAD83,00065
7421,7422,USGS,08049700,"Walnut Ck nr Mansfield, TX",32.58096950,-97.10195330,F,NAD83,00065
7422,7423,USGS,08050100,"Mountain Ck at Grand Prairie, TX",32.74986110,-96.92611110,S,NAD83,00065
7423,7424,USGS,08050350,"Elm Fk Trinity Rv at FM 1198 nr Myra, TX",33.60100000,-97.32583330,1,NAD83,00065
7424,7425,USGS,08050400,"Elm Fk Trinity Rv at Gainesville, TX",33.62427479,-97.15640160,F,NAD83,00065
7425,7426,USGS,08050800,"Timber Ck nr Collinsville, TX",33.55455428,-96.94722670,F,NAD83,00065
7426,7427,USGS,08050840,"Range Ck nr Collinsville, TX",33.52622016,-96.80721910,F,NAD83,00065
7427,7428,USGS,08051135,"Elm Fk Trinity Rv at Greenbelt nr Pilot Point, TX",33.34972220,-97.03555560,S,NAD83,00065
7428,7429,USGS,08051500,"Clear Ck nr Sanger, TX",33.33622690,-97.17945870,F,NAD83,00065
7429,7430,USGS,08052700,"Little Elm Ck nr Aubrey, TX",33.28344977,-96.89278050,F,NAD83,00065
7430,7431,USGS,08052745,"Doe Br at US Hwy 380 nr Prosper, TX",33.21928460,-96.89194750,S,NAD83,00065
7431,7432,USGS,08052780,"Hickory Ck at Denton, TX",33.15178696,-97.14195730,F,NAD83,00065
7432,7433,USGS,08053000,"Elm Fk Trinity Rv nr Lewisville, TX",33.04567730,-96.96111730,F,NAD83,00065
7433,7434,USGS,08053009,"Indian Ck at FM 2281, Carrollton, TX",33.02694444,-96.91722220,S,NAD83,00065
7434,7435,USGS,08053025,"Timber Ck at S. Edmonds Ln, Lewisville, TX",33.01469444,-97.00469440,5,NAD83,00065
7435,7436,USGS,08053090,"Hutton Br at N Denton Dr at Carrollton, TX",32.95716110,-96.90711670,5,NAD83,00065
7436,7437,USGS,08053430,"Denton Ck at CR 2513 nr Decatur, TX",33.27791667,-97.41704170,R,NAD83,00065
7437,7438,USGS,08053500,"Denton Ck nr Justin, TX",33.11901003,-97.29057320,F,NAD83,00065
7438,7439,USGS,08055000,"Denton Ck nr Grapevine, TX",32.98706770,-97.01278570,F,NAD83,00065
7439,7440,USGS,08055500,"Elm Fk Trinity Rv nr Carrollton, TX",32.96595700,-96.94445000,F,NAD83,00065
7440,7441,USGS,08055560,"Elm Fk Trinity Rv at Spur 348, Irving, TX",32.87333333,-96.93055560,S,NAD83,00065
7441,7442,USGS,08056500,"Turtle Ck at Dallas, TX",32.80735055,-96.80250130,F,NAD83,00065
7442,7443,USGS,08057000,"Trinity Rv at Dallas, TX",32.77485170,-96.82194640,F,NAD83,00065
7443,7444,USGS,08057200,"White Rk Ck at Greenville Ave, Dallas, TX",32.88929207,-96.75666640,F,NAD83,00065
7444,7445,USGS,08057300,"White Rk Ck at White Rk Lk, Dallas, TX",32.80873904,-96.72583200,F,NAD83,00065
7445,7446,USGS,08057410,"Trinity Rv bl Dallas, TX",32.70763139,-96.73583190,F,NAD83,00065
7446,7447,USGS,08059000,"E Fk Trinity Rv nr McKinney, TX",33.20372724,-96.59582400,F,NAD83,00065
7447,7448,USGS,08059350,"Indian Ck at SH 78 nr Farmersville, TX",33.22500000,-96.37305560,S,NAD83,00065
7448,7449,USGS,08059400,"Sister Grove Ck nr Blue Ridge, TX",33.29455786,-96.48304130,F,NAD83,00065
7449,7450,USGS,08059590,"Wilson Ck Dws of Hwy 75 at McKinney, TX",33.18513889,-96.63913890,U,NAD83,00065
7450,7451,USGS,08061000,"E Fk Trinity Rv nr Lavon, TX",33.02373066,-96.47554290,F,NAD83,00065
7451,7452,USGS,08061480,"Squabble Ck at Shores Blvd nr Rockwall, TX",32.95225000,-96.47363890,5,NAD83,00065
7452,7453,USGS,08061540,"Rowlett Ck nr Sachse, TX",32.95984447,-96.61443780,F,NAD83,00065
7453,7454,USGS,08061548,"Muddy Ck at Creek Crossing Ln nr Sachse, TX",32.98586110,-96.55641670,5,NAD83,00065
7454,7455,USGS,08061551,"E Fk Trinity Rv blw Lk Ray Hubbard nr Forney, TX",32.79861110,-96.49416670,M,NAD83,00065
7455,7456,USGS,08061750,"E Fk Trinity Rv nr Forney, TX",32.77429470,-96.50359910,F,NAD83,00065
7456,7457,USGS,08062000,"E Fk Trinity Rv nr Crandall, TX",32.63874420,-96.48526510,F,NAD83,00065
7457,7458,USGS,08062095,"Red Oak Ck at FM 813 nr Palmer, TX",32.43687778,-96.69025560,5,NAD83,00065
7458,7459,USGS,08062500,"Trinity Rv nr Rosser, TX",32.42652988,-96.46304150,F,NAD83,00065
7459,7460,USGS,08062575,"Trinity Rv at W Cedar Creek Pkwy nr Rosser, TX",32.31666667,-96.35930560,5,NAD83,00065
7460,7461,USGS,08062700,"Trinity Rv at Trinidad, TX",32.14765255,-96.10247080,F,NAD83,00065
7461,7462,USGS,08062800,"Cedar Ck nr Kemp, TX",32.50347129,-96.11275080,F,NAD83,00065
7462,7463,USGS,08062895,"Kings Ck at SH 34 nr Kaufman, TX",32.55611110,-96.33888890,S,NAD83,00065
7463,7464,USGS,08063030,"Ash Ck at Hwy 171 nr Malone, TX",31.90955833,-96.88146390,H,NAD83,00065
7464,7465,USGS,08063040,"Richland Ck at Hwy 22 nr Mertens, TX",32.05466944,-96.90651940,H,NAD83,00065
7465,7466,USGS,08063048,"White Rk Ck at FM 308 nr Irene, TX",31.97805556,-96.87333330,S,NAD83,00065
7466,7467,USGS,08063100,"Richland Ck nr Dawson, TX",31.93849080,-96.68137870,F,NAD83,00065
7467,7468,USGS,08063460,"Richland Ck at CR 0030 nr Richland, TX",31.96700000,-96.47513890,5,NAD83,00065
7468,7469,USGS,08063562,"Chambers Ck at FM 55 nr Avalon, TX",32.16465000,-96.76200560,H,NAD83,00065
7469,7470,USGS,08063590,"Waxahachie Ck at Waxahachie, TX",32.38222220,-96.85055560,S,NAD83,00065
7470,7471,USGS,08063800,"Waxahachie Ck nr Bardwell, TX",32.24348070,-96.64026760,F,NAD83,00065
7471,7472,USGS,08064100,"Chambers Ck nr Rice, TX",32.19848230,-96.52026390,F,NAD83,00065
7472,7473,USGS,08064570,"Trinity Rv at Hwy 287 nr Cayuga, TX",31.96708333,-96.04716670,S,NAD83,00065
7473,7474,USGS,08064700,"Tehuacana Ck nr Streetman, TX",31.84849638,-96.28997550,F,NAD83,00065
7474,7475,USGS,08064990,"Town Ck at FM 645 nr Palestine, TX",31.72303610,-95.75911940,5,NAD83,00065
7475,7476,USGS,08065000,"Trinity Rv nr Oakwood, TX",31.64850597,-95.78940290,F,NAD83,00065
7476,7477,USGS,08065080,"Manson Ck at TX 294 nr Elkhart, TX",31.62981667,-95.63429720,5,NAD83,00065
7477,7478,USGS,08065200,"Upper Keechi Ck nr Oakwood, TX",31.56989618,-95.88829380,F,NAD83,00065
7478,7479,USGS,08065310,"Upper Keechi Ck at FM 542 nr Oakwood, TX",31.40548610,-95.76437220,5,NAD83,00065
7479,7480,USGS,08065340,"Hurricane Bayou at US-287 nr Crockett, TX",31.34466944,-95.47257780,5,NAD83,00065
7480,7481,USGS,08065350,"Trinity Rv nr Crockett, TX",31.33851319,-95.65634070,F,NAD83,00065
7481,7482,USGS,08065420,"Lower Keechi Ck at IH 45 nr Centerville, TX",31.31018889,-96.00222780,5,NAD83,00065
7482,7483,USGS,08065700,"Caney Ck nr Madisonville, TX",30.93716944,-95.93566110,5,NAD83,00065
7483,7484,USGS,08065800,"Bedias Ck nr Madisonville, TX",30.88472220,-95.77777780,S,NAD83,00065
7484,7485,USGS,08065820,"Larrison Ck at FM 1428 nr Midway, TX",30.94967500,-95.71642780,5,NAD83,00065
7485,7486,USGS,08065925,"Nelson Ck at FM 247 nr Huntsville, TX",30.82226110,-95.59463060,5,NAD83,00065
7486,7487,USGS,08066000,"Trinity Rv at Riverside, TX",30.85935514,-95.39883000,F,NAD83,00065
7487,7488,USGS,08066087,"Gail Ck at FM 1280 nr Lovelady, TX",31.13739167,-95.40730280,5,NAD83,00065
7488,7489,USGS,08066138,"Tantabogue Ck at FM 230 nr Lovelady, TX",31.10249444,-95.47221670,5,NAD83,00065
7489,7490,USGS,08066175,"Kickapoo Ck at Onalaska, TX",30.88675000,-95.08038890,H,NAD83,00065
7490,7491,USGS,08066200,"Long King Ck at Livingston, TX",30.71630600,-94.95882370,F,NAD83,00065
7491,7492,USGS,08066250,"Trinity Rv nr Goodrich, TX",30.57214544,-94.94882230,F,NAD83,00065
7492,7493,USGS,08066300,"Menard Ck nr Rye, TX",30.48138889,-94.77972220,S,NAD83,00065
7493,7494,USGS,08066380,"Big Ck at TX 150 nr Shepherd, TX",30.50217778,-95.03128890,5,NAD83,00065
7494,7495,USGS,08066500,"Trinity Rv at Romayor, TX",30.42520670,-94.85076220,F,NAD83,00065
7495,7496,USGS,08066850,"Luce Bayou ITP Canal at Capers Ridge nr Hardin, TX",30.21041667,-94.86901390,5,NAD83,00065
7496,7497,USGS,08067000,"Trinity Rv at Liberty, TX",30.05771539,-94.81825670,F,NAD83,00065
7497,7498,USGS,08067070,"CWA Canal nr Dayton, TX",29.96132898,-94.81020030,F,NAD83,00065
7498,7499,USGS,08067100,"Trinity Rv nr Moss Bluff, TX",29.94188470,-94.77436600,F,NAD83,00065
7499,7500,USGS,08067118,"Lk Charlotte nr Anahuac, TX",29.86744193,-94.71491970,F,NAD83,00065
7500,7501,USGS,08067215,"Old Rv Cutoff nr Moss Bluff, TX",29.90160798,-94.76992130,S,NAD83,00065
